표찰번호,설치개수,등수,소재지지번주소,리,지번,등주재질,위도,경도,관리기관전화번호,관리기관명,데이터기준일자
107-7,1,2,고촌읍,신곡리,1244,전용주(스텐),37.59536743,126.7646713,031-980-2796,김포시 도로관리과,2021-02-20
107-8,1,2,고촌읍,신곡리,1244,전용주(스텐),37.59510803,126.7644348,031-980-2796,김포시 도로관리과,2021-02-20
107-9,1,1,고촌읍,신곡리,864-14,전용주(스텐),37.59486389,126.7642212,031-980-2796,김포시 도로관리과,2021-02-20
108-1,1,1,고촌읍,신곡리,806-8,전용주(스텐),37.59228134,126.7653351,031-980-2796,김포시 도로관리과,2021-02-20
108-10,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59395599,126.7645111,031-980-2796,김포시 도로관리과,2021-02-20
108-11,1,1,고촌읍,신곡리,1269,전용주(스텐),37.5941124,126.764267,031-980-2796,김포시 도로관리과,2021-02-20
108-2,1,1,고촌읍,신곡리,806-8,전용주(스텐),37.59260559,126.7655945,031-980-2796,김포시 도로관리과,2021-02-20
108-3,1,1,고촌읍,신곡리,806-8,전용주(스텐),37.59295273,126.7658691,031-980-2796,김포시 도로관리과,2021-02-20
108-4,1,1,고촌읍,신곡리,806-2,전용주(스텐),37.5931778,126.7660751,031-980-2796,김포시 도로관리과,2021-02-20
108-5,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59343338,126.7659225,031-980-2796,김포시 도로관리과,2021-02-20
108-6,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59350204,126.7656708,031-980-2796,김포시 도로관리과,2021-02-20
108-7,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59357834,126.7653885,031-980-2796,김포시 도로관리과,2021-02-20
108-8,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59365845,126.7651215,031-980-2796,김포시 도로관리과,2021-02-20
108-9,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59381104,126.764801,031-980-2796,김포시 도로관리과,2021-02-20
109-1,1,2,고촌읍,신곡리,1269,전용주(스텐),37.59515,126.7688341,031-980-2796,김포시 도로관리과,2021-02-20
109-10,1,2,고촌읍,신곡리,,전용주(스텐),37.59367408,126.7662683,031-980-2796,김포시 도로관리과,2021-02-20
109-11,1,2,고촌읍,신곡리,,전용주(스텐),37.59347153,126.7664719,031-980-2796,김포시 도로관리과,2021-02-20
109-12,1,2,고촌읍,신곡리,,전용주(스텐),37.59361267,126.7667236,031-980-2796,김포시 도로관리과,2021-02-20
109-13,1,2,고촌읍,신곡리,,전용주(스텐),37.59378052,126.7670059,031-980-2796,김포시 도로관리과,2021-02-20
109-14,1,2,고촌읍,신곡리,,전용주(스텐),37.59397888,126.7672882,031-980-2796,김포시 도로관리과,2021-02-20
109-15,1,2,고촌읍,신곡리,,전용주(스텐),37.59415436,126.7675934,031-980-2796,김포시 도로관리과,2021-02-20
109-16,1,2,고촌읍,신곡리,,전용주(스텐),37.59431458,126.767868,031-980-2796,김포시 도로관리과,2021-02-20
109-17,1,2,고촌읍,신곡리,,전용주(스텐),37.5944519,126.7681351,031-980-2796,김포시 도로관리과,2021-02-20
109-18,1,2,고촌읍,신곡리,,전용주(스텐),37.59461975,126.7684021,031-980-2796,김포시 도로관리과,2021-02-20
109-19,1,2,고촌읍,신곡리,,전용주(스텐),37.59483337,126.7687454,031-980-2796,김포시 도로관리과,2021-02-20
109-2,1,2,고촌읍,신곡리,1269,전용주(스텐),37.59499631,126.7685713,031-980-2796,김포시 도로관리과,2021-02-20
109-20,1,2,고촌읍,신곡리,806-7,전용주(스텐),37.59500504,126.769043,031-980-2796,김포시 도로관리과,2021-02-20
109-3,1,2,고촌읍,신곡리,1270,전용주(스텐),37.59482231,126.7682859,031-980-2796,김포시 도로관리과,2021-02-20
109-4,1,2,고촌읍,신곡리,1270,전용주(스텐),37.59463248,126.7679666,031-980-2796,김포시 도로관리과,2021-02-20
109-5,1,2,고촌읍,신곡리,1270,전용주(스텐),37.59445846,126.7676756,031-980-2796,김포시 도로관리과,2021-02-20
109-6,1,2,고촌읍,신곡리,1270,전용주(스텐),37.59427543,126.7673789,031-980-2796,김포시 도로관리과,2021-02-20
109-7,1,2,고촌읍,신곡리,1272,전용주(스텐),37.59413077,126.7671246,031-980-2796,김포시 도로관리과,2021-02-20
109-8,1,2,고촌읍,신곡리,1269,전용주(스텐),37.59397031,126.7668533,031-980-2796,김포시 도로관리과,2021-02-20
109-9,1,2,고촌읍,신곡리,1272,전용주(스텐),37.59380982,126.7665707,031-980-2796,김포시 도로관리과,2021-02-20
11월 01일,1,2,통진읍,마송리,604,전용주(강관),37.68428174,126.5996502,031-980-2796,김포시 도로관리과,2021-02-20
11월 10일,1,2,통진읍,마송리,604,전용주(강관),37.68590178,126.6011408,031-980-2796,김포시 도로관리과,2021-02-20
11월 11일,1,2,통진읍,마송리,604,전용주(강관),37.6859925,126.6013245,031-980-2796,김포시 도로관리과,2021-02-20
11월 12일,1,2,통진읍,마송리,604,전용주(강관),37.68611275,126.6015818,031-980-2796,김포시 도로관리과,2021-02-20
11월 13일,1,2,통진읍,마송리,604,전용주(강관),37.68622406,126.601859,031-980-2796,김포시 도로관리과,2021-02-20
11월 14일,1,2,통진읍,마송리,612-1,전용주(강관),37.68637466,126.6024017,031-980-2796,김포시 도로관리과,2021-02-20
11월 15일,1,2,통진읍,마송리,604,전용주(강관),37.68647782,126.6022998,031-980-2796,김포시 도로관리과,2021-02-20
11월 16일,1,2,통진읍,마송리,604,전용주(강관),37.6866496,126.6024774,031-980-2796,김포시 도로관리과,2021-02-20
11월 17일,1,2,통진읍,마송리,604,전용주(강관),37.68689341,126.6026405,031-980-2796,김포시 도로관리과,2021-02-20
11월 18일,1,2,통진읍,마송리,604,전용주(강관),37.68713933,126.6027611,031-980-2796,김포시 도로관리과,2021-02-20
11월 02일,1,2,통진읍,마송리,604,전용주(강관),37.68450068,126.5997851,031-980-2796,김포시 도로관리과,2021-02-20
11월 03일,1,2,통진읍,마송리,604,전용주(강관),37.6847106,126.5999143,031-980-2796,김포시 도로관리과,2021-02-20
11월 04일,1,2,통진읍,마송리,604,전용주(강관),37.68491371,126.6000294,031-980-2796,김포시 도로관리과,2021-02-20
11월 05일,1,2,통진읍,마송리,604,전용주(강관),37.68513714,126.6001586,031-980-2796,김포시 도로관리과,2021-02-20
11월 06일,1,2,통진읍,마송리,604,전용주(강관),37.68533707,126.6002655,031-980-2796,김포시 도로관리과,2021-02-20
11월 07일,1,2,통진읍,마송리,604,전용주(강관),37.68548473,126.6003721,031-980-2796,김포시 도로관리과,2021-02-20
11월 08일,1,2,통진읍,마송리,604,전용주(강관),37.68563172,126.6005414,031-980-2796,김포시 도로관리과,2021-02-20
11월 09일,1,2,통진읍,마송리,604,전용주(강관),37.6857565,126.6008071,031-980-2796,김포시 도로관리과,2021-02-20
110-1,1,2,고촌읍,신곡리,575-12,전용주(스텐),37.59968048,126.7715378,031-980-2796,김포시 도로관리과,2021-02-20
110-10,1,2,고촌읍,신곡리,584-30,전용주(스텐),37.59840775,126.7712097,031-980-2796,김포시 도로관리과,2021-02-20
110-11,1,2,고촌읍,신곡리,578-22,전용주(스텐),37.59866634,126.7712663,031-980-2796,김포시 도로관리과,2021-02-20
110-12,1,2,고촌읍,신곡리,578-2,전용주(스텐),37.59882878,126.7713989,031-980-2796,김포시 도로관리과,2021-02-20
110-13,1,2,고촌읍,신곡리,578-2,전용주(스텐),37.59877777,126.7715836,031-980-2796,김포시 도로관리과,2021-02-20
110-14,1,2,고촌읍,신곡리,582-24,전용주(스텐),37.59918488,126.771511,031-980-2796,김포시 도로관리과,2021-02-20
110-15,1,2,고촌읍,신곡리,582-24,전용주(스텐),37.59939455,126.7716094,031-980-2796,김포시 도로관리과,2021-02-20
110-16,1,1,고촌읍,신곡리,582-17,전용주(테파),37.59959978,126.771739,031-980-2796,김포시 도로관리과,2021-02-20
110-17,1,2,고촌읍,신곡리,582-17,전용주(스텐),37.59949493,126.7718964,031-980-2796,김포시 도로관리과,2021-02-20
110-18,1,2,고촌읍,신곡리,578-2,전용주(스텐),37.5993042,126.7717896,031-980-2796,김포시 도로관리과,2021-02-20
110-19,1,2,고촌읍,신곡리,578-2,전용주(스텐),37.59910965,126.7717285,031-980-2796,김포시 도로관리과,2021-02-20
110-2,1,2,고촌읍,신곡리,575-12,전용주(스텐),37.59937155,126.7713604,031-980-2796,김포시 도로관리과,2021-02-20
110-3,1,2,고촌읍,신곡리,578-7,전용주(스텐),37.59906037,126.7711887,031-980-2796,김포시 도로관리과,2021-02-20
110-4,1,2,고촌읍,신곡리,1055,전용주(스텐),37.59871542,126.7710199,031-980-2796,김포시 도로관리과,2021-02-20
110-5,1,2,고촌읍,신곡리,1055,전용주(스텐),37.59845624,126.7709442,031-980-2796,김포시 도로관리과,2021-02-20
110-6,1,2,고촌읍,신곡리,1055,전용주(스텐),37.59816742,126.7708664,031-980-2796,김포시 도로관리과,2021-02-20
110-7,1,2,고촌읍,신곡리,590-3,전용주(스텐),37.59785461,126.7707901,031-980-2796,김포시 도로관리과,2021-02-20
110-8,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59783173,126.771019,031-980-2796,김포시 도로관리과,2021-02-20
110-9,1,2,고촌읍,신곡리,584-30,전용주(스텐),37.5981636,126.7711334,031-980-2796,김포시 도로관리과,2021-02-20
111-1,1,2,고촌읍,신곡리,1277,전용주(스텐),37.59725189,126.7661362,031-980-2796,김포시 도로관리과,2021-02-20
111-10,1,1,고촌읍,신곡리,1277,전용주(스텐),37.5955162,126.768486,031-980-2796,김포시 도로관리과,2021-02-20
111-11,1,1,고촌읍,신곡리,1277,전용주(스텐),37.59534454,126.7687225,031-980-2796,김포시 도로관리과,2021-02-20
111-2,1,2,고촌읍,신곡리,1277,전용주(스텐),37.59709167,126.7664032,031-980-2796,김포시 도로관리과,2021-02-20
111-3,1,2,고촌읍,신곡리,1277,전용주(스텐),37.59694672,126.7666397,031-980-2796,김포시 도로관리과,2021-02-20
111-4,1,2,고촌읍,신곡리,1277,전용주(스텐),37.59676361,126.7668686,031-980-2796,김포시 도로관리과,2021-02-20
111-5,1,2,고촌읍,신곡리,1277,전용주(스텐),37.59657669,126.7670746,031-980-2796,김포시 도로관리과,2021-02-20
111-6,1,2,고촌읍,신곡리,1277,전용주(스텐),37.5963707,126.7673492,031-980-2796,김포시 도로관리과,2021-02-20
111-7,1,1,고촌읍,신곡리,1277,전용주(스텐),37.59613419,126.7676697,031-980-2796,김포시 도로관리과,2021-02-20
111-8,1,1,고촌읍,신곡리,1269,전용주(스텐),37.59589386,126.7679214,031-980-2796,김포시 도로관리과,2021-02-20
111-9,1,1,고촌읍,신곡리,1277,전용주(스텐),37.59572983,126.7682114,031-980-2796,김포시 도로관리과,2021-02-20
112-1,1,1,고촌읍,신곡리,1248,전용주(스텐),37.60097885,126.7677841,031-980-2796,김포시 도로관리과,2021-02-20
112-10,1,1,고촌읍,신곡리,1275,전용주(스텐),37.59976196,126.7668076,031-980-2796,김포시 도로관리과,2021-02-20
112-11,1,1,고촌읍,신곡리,1275,전용주(스텐),37.59976196,126.767128,031-980-2796,김포시 도로관리과,2021-02-20
112-12,1,2,고촌읍,신곡리,1275,전용주(스텐),37.59978297,126.7675005,031-980-2796,김포시 도로관리과,2021-02-20
112-13,1,1,고촌읍,신곡리,1275,전용주(스텐),37.59978148,126.7678912,031-980-2796,김포시 도로관리과,2021-02-20
112-14,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59968945,126.7680528,031-980-2796,김포시 도로관리과,2021-02-20
112-15,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59958649,126.7682037,031-980-2796,김포시 도로관리과,2021-02-20
112-16,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59937286,126.768486,031-980-2796,김포시 도로관리과,2021-02-20
112-17,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59921646,126.7686996,031-980-2796,김포시 도로관리과,2021-02-20
112-18,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59903336,126.7689667,031-980-2796,김포시 도로관리과,2021-02-20
112-2,1,1,고촌읍,신곡리,1248,전용주(스텐),37.60082626,126.7674866,031-980-2796,김포시 도로관리과,2021-02-20
112-3,1,1,고촌읍,신곡리,1248,전용주(스텐),37.60062408,126.7673416,031-980-2796,김포시 도로관리과,2021-02-20
112-4,1,1,고촌읍,신곡리,1248,전용주(스텐),37.60038376,126.7671509,031-980-2796,김포시 도로관리과,2021-02-20
112-5,1,1,고촌읍,신곡리,1276,전용주(스텐),37.60021591,126.7673721,031-980-2796,김포시 도로관리과,2021-02-20
112-6,1,1,고촌읍,신곡리,1276,전용주(스텐),37.60005951,126.7675934,031-980-2796,김포시 도로관리과,2021-02-20
112-7,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59993744,126.767746,031-980-2796,김포시 도로관리과,2021-02-20
112-8,1,1,고촌읍,신곡리,1275,전용주(스텐),37.5997467,126.7661133,031-980-2796,김포시 도로관리과,2021-02-20
112-9,1,1,고촌읍,신곡리,1275,전용주(스텐),37.59976578,126.7664871,031-980-2796,김포시 도로관리과,2021-02-20
113-1,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59881795,126.7693096,031-980-2796,김포시 도로관리과,2021-02-20
113-10,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59660339,126.770401,031-980-2796,김포시 도로관리과,2021-02-20
113-11,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59632111,126.7703094,031-980-2796,김포시 도로관리과,2021-02-20
113-12,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59612656,126.7702255,031-980-2796,김포시 도로관리과,2021-02-20
113-13,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59592056,126.7700577,031-980-2796,김포시 도로관리과,2021-02-20
113-14,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59570694,126.7697754,031-980-2796,김포시 도로관리과,2021-02-20
113-15,1,2,고촌읍,신곡리,1261,전용주(스텐),37.59549713,126.7694473,031-980-2796,김포시 도로관리과,2021-02-20
113-16,1,2,고촌읍,신곡리,1256,전용주(스텐),37.5953064,126.7690964,031-980-2796,김포시 도로관리과,2021-02-20
113-17,1,2,고촌읍,신곡리,806-7,전용주(스텐),37.59515762,126.7692337,031-980-2796,김포시 도로관리과,2021-02-20
113-18,1,2,고촌읍,신곡리,818-9,전용주(스텐),37.5953598,126.7695923,031-980-2796,김포시 도로관리과,2021-02-20
113-19,1,2,고촌읍,신곡리,818-9,전용주(스텐),37.59558868,126.7699432,031-980-2796,김포시 도로관리과,2021-02-20
113-2,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59863154,126.7695876,031-980-2796,김포시 도로관리과,2021-02-20
113-20,1,2,고촌읍,신곡리,818-9,전용주(스텐),37.5958252,126.7702637,031-980-2796,김포시 도로관리과,2021-02-20
113-21,1,2,고촌읍,신곡리,818-9,전용주(스텐),37.59612656,126.7704697,031-980-2796,김포시 도로관리과,2021-02-20
113-22,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59630966,126.7705612,031-980-2796,김포시 도로관리과,2021-02-20
113-23,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59659958,126.7706375,031-980-2796,김포시 도로관리과,2021-02-20
113-24,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59683609,126.7706985,031-980-2796,김포시 도로관리과,2021-02-20
113-25,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59717178,126.7708054,031-980-2796,김포시 도로관리과,2021-02-20
113-26,1,2,고촌읍,신곡리,590-14,전용주(스텐),37.59750748,126.7709198,031-980-2796,김포시 도로관리과,2021-02-20
113-3,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59841537,126.7698212,031-980-2796,김포시 도로관리과,2021-02-20
113-4,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59822464,126.77005,031-980-2796,김포시 도로관리과,2021-02-20
113-5,1,1,고촌읍,신곡리,1276,전용주(스텐),37.59802246,126.7702484,031-980-2796,김포시 도로관리과,2021-02-20
113-6,1,1,고촌읍,신곡리,1276,전용주(스텐),37.5978241,126.7704697,031-980-2796,김포시 도로관리과,2021-02-20
113-7,1,1,고촌읍,신곡리,1257,전용주(스텐),37.59756828,126.770695,031-980-2796,김포시 도로관리과,2021-02-20
113-8,1,1,고촌읍,신곡리,1259,전용주(스텐),37.59717941,126.7705841,031-980-2796,김포시 도로관리과,2021-02-20
113-9,1,1,고촌읍,신곡리,1259,전용주(스텐),37.5968399,126.7704697,031-980-2796,김포시 도로관리과,2021-02-20
114-1,1,1,고촌읍,신곡리,1198,전용주(스텐),37.59762573,126.7655869,031-980-2796,김포시 도로관리과,2021-02-20
114-2,1,1,고촌읍,신곡리,1198,전용주(스텐),37.59753799,126.7654266,031-980-2796,김포시 도로관리과,2021-02-20
114-3,1,1,고촌읍,신곡리,1197,전용주(스텐),37.59775543,126.7655334,031-980-2796,김포시 도로관리과,2021-02-20
115-1,1,1,고촌읍,신곡리,1241,전용주(스텐),37.59719467,126.7655106,031-980-2796,김포시 도로관리과,2021-02-20
115-2,1,1,고촌읍,신곡리,1199,전용주(스텐),37.5973587,126.7653885,031-980-2796,김포시 도로관리과,2021-02-20
115-3,1,1,고촌읍,신곡리,1199,전용주(스텐),37.59729004,126.7652817,031-980-2796,김포시 도로관리과,2021-02-20
115-4,1,1,고촌읍,신곡리,1199,전용주(스텐),37.59724426,126.7652664,031-980-2796,김포시 도로관리과,2021-02-20
115-5,1,1,고촌읍,신곡리,1200,전용주(스텐),37.59707642,126.7653961,031-980-2796,김포시 도로관리과,2021-02-20
116-1,1,1,고촌읍,신곡리,1253,전용주(스텐),37.59969711,126.7672348,031-980-2796,김포시 도로관리과,2021-02-20
116-2,1,1,고촌읍,신곡리,1254,전용주(스텐),37.59955215,126.7673111,031-980-2796,김포시 도로관리과,2021-02-20
