순번,여행지명,사진파일,위도,경도,연락처,주소,여행일,설명
285,가시리마을,http://www.welchon.com/upload/travelsub/20190403164029278.jpg,33.3830964,126.7362856,064-787-3966,제주특별자치도 서귀포시 표선면 녹산로 381-15,1,
286,이호테우해수욕장,http://www.welchon.com/upload/travelsub/20190829131711597.jpg,33.4961851,126.4537631,064-728-3994,제주특별자치도 제주시 도리로 20 (이호이동),1,"이호테우해수욕장은 제주 시내에서 가장 가까운 해수욕장이다. 백사장의 길이는 약 250m, 폭은 120m이며 해수욕장 길목에는 아카시아 숲이 우거져 있고, 모래사장 뒤에는 소나무 숲이 형성되어있다.  밤에는 제주 시내의 야경을 볼 수 있어 밤 정취를 즐기기 좋으며 특히 말 등대를 배경으로 사진을 찍어 인생샷을 남기길 추천한다.  - 주소 : 제주 제주시 도리로20 - 문의 : 064-728-3994 / www.visitjeju.net "
287,명도암참살이마을,http://www.welchon.com/upload/travelsub/20190905094803786.jpg,33.4616354,126.6049021,064-723-0261,제주특별자치도 제주시 명림로 268-69 (봉개동),1,"[명도암참살이마을] - 농촌체험휴양마을 * 추천 체험거리 : 김치류 체험(갓김치, 총각김치 등), 천연손수건염색,, 나무곤충목걸이 만들기, 비빔밥 만들기, 조청 고추장 만들기 등 (사전 예약)  * 숙박 : 생활관숙박(온동 4인기준) 주말 80,000원, 주중 60,000원 * 시설 : 바비큐가든, 다목적학습관, 야영장, 운동장 * 소재지 : 제주 제주시 명림로 268-69 * 문의 :   064-723-0261 / www.wellbing.go2vil.org "
288,노루생태공원,http://www.welchon.com/upload/travelsub/20190829131314810.jpg,33.4444421,126.6244555,064-728-3611,제주특별자치도 제주시 명림로 520 (봉개동),1,"총면적 50만평방미터에 달하는 방대한 규모의 방목지에서 한라산 노루 200여 마리가 서식하고 있으며 방문객들이 노루를 관찰 할 수 있는 노루생태공원은 트레킹 및 자연학습장으로 각광을 받고 있다. 트레킹을 하다보면 멀리 한라산과 바다가 보이는 전경에 자연의 신비함을 만끽 할 수 있으며 ‘피톤치드’가 전신을 감싸 기분이 상쾌하고 몸과 마음이 맑아지는 기분을 느낄 수 있다.   - 주소 : 제주 제주시 명림로 520  - 문의 : 064-728-3611 / http://roedeer.jejusi.go.kr  - 요금 : 일반 1,000원 청소년 600원  - 연중무휴  - 노루생태 상시관찰원, 노루먹이주기 체험,, 노루공예 체험 "
289,절물자연휴양림,http://www.welchon.com/upload/travelsub/20190829131431388.jpg,33.4380923,126.6264631,064-728-1510,제주특별자치도 제주시 명림로 584 (봉개동),1,"절물이란 지명의 유래는 옛날 절 옆에 물이 있었다 하여 붙여진 이름이다.  제주시에서 20분 거리에 위치해 있는 절물자연휴양림에서는 청정자연의 맑고 깨끗한 공기를 온몸으로 느낄 수 있다. 입구부터 하늘을 찌를 듯 쭉쭉 뻗은 50여 년생의 삼나무 숲과 숲속의 집, 산림문화휴양관, 건강산책로, 약수터 등 유익한 시설이 있어서 가족은 물론 각 단체별 교육, 연수, 훈련과 생태학습 등을 진행하기에 적합하다.    - 주소 : 제주 제주시 명림로 584  - 문의 : 064-728-1510 / www.jeolmul.jejusi.go.kr  - 요금 : 일반 1,000원 청소년 600원 어린이 300원  - 연중무휴  - 체험 : 숲해설, 목공예 체험, 유아숲 체험   - 숙박 : 숲속의 집 5동, 산림문화휴양관 2동, 숲속수련장 1동 "
290,에코랜드,http://www.welchon.com/upload/travelsub/20190829131545916.jpg,33.4555296,126.6659986,064-802-8020,제주특별자치도 제주시 조천읍 번영로 1278-169,1,"에코랜드는 기차를 타고 30만평의 곶자왈 원시림을 체험하는 테마파크이다. 매일 일정한 간격(8~12분)으로 운행되는 기차를 타고 에코브리지역, 레이크사이드역, 피크닉가든역, 라벤더,그린티,&로즈가든역을 방문하며 다양한 풍경을 즐길 수 있다, 수상데크, 수변산책길, 디스커버리존, 범퍼보트, 전동 카약, 삼다정원, 키즈타운, 노천 족욕탕을 즐기며 자연이 주는 선물을 경험해보자.   - 주소 : 제주 제주시 조천읍 번영로 1278-169  - 문의 : 064-802-8020 / http://theme.ecolandjeju.co.kr  - 요금 : 성인 14천원, 청소년 12천원 어린이 10천원  -가을축제: 핑크뮬리축제, 국화축제 "
291,닥실마을,http://www.welchon.com/upload/travelsub/20190426163046449.JPG,36.10429,127.5691662,,충남 금산군 제원면 닥실길 27,1,
292,신평양조장(찾아가는양조장),http://www.welchon.com/upload/travelsub/20191008143356341.JPG,36.8836315,126.7725676,041-362-6080,충남 당진시 신평면 신평로 813,1,"신평양조장은 3대째 전통술을 빚고 있는 양조장으로 술을 직접 만들고 체험할 수 있다. 체험은 시음·관람, 양조 프로그램 등이 있다. 양조장 옆에 자리한 백련양조문화원에서는 신평양조장의 역사를 엿볼 수 있다. 윗세대에서 사용한 막걸리 통, 양조 도구를 비롯해 관련 서적이 전시되어 있다. "
293,은행마을,http://www.welchon.com/upload/travelsub/20201203144917863.jpg,,,070-7845-5060,충남 보령시 청라면 오서산길 150-65,1,토종은행의 최대 집산지인 은행마을
294,구레울체험마을,http://www.welchon.com/upload/travelsub/20201026132853262.jpg,,,041-834-5900,충남 부여군 내산면 홍내로천보길 149,1,밤 수확이 한창인 10월에 여행 오기 좋은 마을
295,기와마을,http://www.welchon.com/upload/travelsub/20190219085855886.jpg,36.3039773,126.9371335,041-834-8253,충남 부여군 부여읍 월함로 277,1,"▶ 체험  전통 문화의 향수, 백제 역사의 산교육, 굿뜨래 농산물을 활용한 체험 등 ▶ 식사  시골밥상(일주일 전 예약) ▶ 숙박  4~8인실 2, 15~20인실 1, 22~27인실 1 / 예약 T. 041-834-8253"
296,양송이마을,http://www.welchon.com/upload/travelsub/20180427234441413.jpg,36.2444661,126.9922558,,충남 부여군 석성면 금백로 425,1,
297,아산레일바이크,http://www.welchon.com/upload/travelsub/20191008143243285.JPG,36.7612627,126.8650421,041-547-7882,충남 아산시 도고면 아산만로 199-7,1,아산레일바이크는 옛 도고온천역에서 출발하여 왕복 4.8km 구간을 달린다. 바다나 호수를 끼고 있는 다른 레일바이크와는 달리 끝없이 펼쳐진 논·밭을 볼 수 있다는 것이 특징이다. 가을철에는 황금벌판을 가로지른다. 약 40분이 소요된다. 바로 옆에서 짚라인도 탈 수 있다. 
298,외암마을(농촌체험휴양마을),http://www.welchon.com/upload/travelsub/20191008143142522.JPG,36.7310071,127.0122205,041-541-0848,충남 아산시 송악면 외암민속길9번길 13-2,1,"아산 외암마을은 아산 출신의 조선후기 성리학자 외암 이간 선생이 살던 마을로 기와집, 초가집, 돌담길 등 옛 모습이 잘 보존되어 있다. 공방 체험, 염색 체험, 장 담기 등 전통 체험과 민박도 할 수 있다. 외암마을 한옥 민박으로 시골마을의 여유를 한껏 누려보기를 추천한다. 외암마을 저잣거리에서 식사도 가능하다. "
299,황새권역마을,http://www.welchon.com/upload/travelsub/20180522210851065.jpg,36.5447257,126.795689,041-335-9970,충남 예산군 광시면 시목대리길,1,"체험 : 황새 생태 체험, 논생물체험, 친환경쌀 가공식품 만들기, 황새오카리나 만들기 등 - 주변 관광지 :황새공원, 수덕사, 덕산온천, 의좋은형제 테마공원 등 - 숙박 : 황새권역센터, 황새마을 게스트하우스(시목리, 대리, 가덕리)"
300,알토란사과마을,http://www.welchon.com/upload/travelsub/20181023173015527.jpg,36.6521566,126.7791696,,충남 예산군 응봉면 운곡길 81,1,"▶ 체험  사과 따기, 사과파이 만들기, 사과비누 만들기, 사과잼 만들기, 사과설기떡 등 ▶ 식사  시골밥상(30명 이상인 경우 식사 제공 가능) ▶ 숙박  사과방, 배방(각 10~20명 수용 가능, 복층) / 전화예약가능 T.010-5118-7200"
301,독립기념관(단풍나무숲길),http://www.welchon.com/upload/travelsub/20191008142950022.jpg,36.7812085,127.2242935,041-560-0114,충남 천안시 동남구 목천읍 독립기념관로 1,1,"독립기념관 단풍나무 숲길은 가을이면 단풍이 곱게 물들어 해마다 많은 사람들이 찾는 숨은 단풍 구경 명소다. 3,100여 m에 달하는 산책코스로 약 8,000 그루의 나무가 심어져 있다. 숲길 산책과 함께 독립기념관 내 상설전시, 입체 영상 감상, 다양한 설치물 관람도 필수다. 독립기념관 입장은 무료다. "
302,가파마을,http://www.welchon.com/upload/travelsub/20200811174024875.jpg,,,041-940-2401,충남 청양군 대치면 가파로 506-8,1,"아름다운 언덕마을인 가파마을에는 '세 가지 아름다움(3嘉)’이 있는데 이 곳에 다녀가는 사람들은 생태, 농촌체험을 통한 마음이 아름다워지는 마을, 염색체험을 통한 몸이 아름다워지는 마을 그리고 넉넉한 인심과 상생의 정신을 실현하고 있는 공동체의 따뜻함으로 영혼이 아름다워지는 마을을 체험할 수 있습니다."
303,알프스마을,http://www.welchon.com/upload/travelsub/20190121162825146.jpg,36.4094818,126.9160538,041-942-0797,충남 청양군 정산면 천장호길 175-11,1,"▶ 체험  얼음분수축제, 썰매, 군밤 구워먹기, 승마, 빙어낚시, 조롱박공예, DIY미스트만들기, 깡통열차 등 ▶ 식사  삼겹살/불고기정식, 해물아채전, 도토리묵무침, 바비큐 등 ▶ 숙박  도농교류센터(단체숙박), 50평형, 35평형, 25평형 각 1개동, 13평형 3개동 / 전화예약가능 T.041-942-0797"
304,곰섬나루,http://www.welchon.com/upload/travelsub/20180219150602104.jpg,36.6142189,126.311881,041-675-5527,충남 태안군 남면 안면대로 1610-27,1,
305,팜카밀레 허브농원,http://www.welchon.com/upload/travelsub/20180219150549189.jpg,36.6878994,126.2824226,041-675-3636,충남 태안군 남면 우운길 56-19,1,
306,꽃지해변,http://www.welchon.com/upload/travelsub/20180219150625228.jpg,36.5169195,126.3587434,,충남 태안군 안면읍 광지길 16,2,
307,안면도 자연휴양림,http://www.welchon.com/upload/travelsub/20180219150613161.jpg,36.4967014,126.3588282,041-674-5019,충남 태안군 안면읍 안면대로 3195-6,2,
308,매화둠벙마을,http://www.welchon.com/upload/travelsub/20190403154651475.jpg,36.8120671,126.2268152,041-672-0109,충남 태안군 원북면 동해길 301-41,1,
309,백마권역마을,http://www.welchon.com/upload/travelsub/20200102174740586.jpg,36.8253194,127.631984,043-836-9911,충북 괴산군 사리면 사리로 517,1,"벌써 7회! 겨울놀이축제! 팽이치기, 연날리기, 소원지 달기 등 농촌 전통놀이를 즐겨보자! 청정지역 괴산의 정취를 느끼는 곳 ※ 겨울놀이축제(20.1.4~20.1.27)"
310,둔율올갱이마을,http://www.welchon.com/upload/travelsub/20190701165519847.jpg,36.783275,127.848804,043-830-3903,충북 괴산군 칠성면 둔율길 142,1,"일곱가지 체험의 즐거움이 있는 괴산 둔율올갱이마을은 군청 소재지에서 동남쪽, 중부고속도로와 중부내륙고속도로가 인접해 있는 농촌의 정겨움이 묻어나는 마을입니다. "
311,한드미마을,http://www.welchon.com/upload/travelsub/20200810160233180.jpg,,,043-422-2831,충북 단양군 가곡면 한드미길 37,1,"소백산에서 불어오는 신선한 바람, 산천어와 벗하는 깨끗한 개울 한드미 마을입니다"
312,소선암자연휴양림,http://www.welchon.com/upload/travelsub/20180122134231488.JPG,36.9192214,128.3123124,043-422-7839,충북 단양군 단성면 대잠2길 15,1,"요금할인 : 7월~8월, 공휴일(전일포함) 및 연휴기간을 제외한 기간에는 이용금액의 30% 할인                  → 금, 토요일 및 공휴일의 전(前)일은 성수기 요금이 적용"
313,장회나루 충주호관광선,http://www.welchon.com/upload/travelsub/20180122134004395.JPG,36.9312067,128.2556875,043-423-8615,충북 단양군 단성면 월악로 3825-11,1,
314,방곡도깨비마을,http://www.welchon.com/upload/travelsub/20180122134635283.JPG,36.8394147,128.3164136,,충북 단양군 대강면 도락산로 137,2,"체험 프로그램  계절별 영농체험: 8,000원/인     도깨비 자연해성& 마을해설 - 8,000원/인 도예랑 체험 - 10,000원/인  천연염색 체험 - 5,000원/인  오미자 떡 빚기 - 8,000원/인"
315,장익는마을,http://www.welchon.com/upload/travelsub/20180122134435092.JPG,36.8182082,128.3213932,043-422-5790,충북 단양군 대강면 도예로 427-22,2,"* 추천 체험 거리 : 장 담기, 두부 만들기 * 소재지 : 충청북도 단양군 대강면 도예로 427-22 "
316,방곡도예촌,http://www.welchon.com/upload/travelsub/20180122134732265.JPG,36.82845,128.3115,043-422-1576,충북 단양군 대강면 선암계곡로 148,2,
317,북실마을(농촌체험휴양마을),http://www.welchon.com/upload/travelsub/20190829115029799.jpg,36.5220544,127.748009,043-543-2299,충북 보은군 보은읍 종곡길 101,1,"북실마을은 속리산 자락에 위치한 마을로 산수경관이 수려하고 충암 김정 선생의 고향이며, 대곡 성문 선생께서 당대의 뛰어난 유학자들과 교육하던  유서 깊은 마을이다. 충과 효, 유교의 아름다운 전통과 현대가 잘 조화된 마을로 깨끗한 공기와 정다운 고향의 정과 인심을 느끼고 다양하고 유익한 전 통문화체험, 향토음식체험, 자연생태체험 등을 느낄 수 있다.    [북실마을 소개] - 농촌체험휴양마을 * 추천 체험거리 : 복숭아 따고 병조림만들기 체험, 전통혼례체험, 천연비누만들기 체험  * 숙박 : 체험관 숙박시설(70명), 황토방 체험관(70명) * 소재지 : 충북 보은군 보은읍 종곡길 101 * 문의 : 043-543-2299 / www.boeumbuksil.co.kr   "
318,잘산대대박마을,http://www.welchon.com/upload/travelsub/20181130103315532.jpeg,36.5777899,127.7161995,,충북 보은군 산외면 내북산외로 661,1,"▶ 체험  박공예, 짚공예, 무봉산숲속체험, 인두화체험, 제철 농작물 수확, 사과 두부 만들기 등 ▶ 식사  산채비빔밥, 만두, 호박전, 호박식혜 등 ▶ 숙박  펜션 6인실 4동, 캠핑장 6개 / 전화예약가능 T.010-5459-6570"
319,보은미니어처공원,http://www.welchon.com/upload/travelsub/20190829114719242.jpg,36.5799119,127.715936,043-543-6570,충북 보은군 산외면 산대길 89,1,"보은 미니어처공원 보은군을 대표하는 관광지, 역사유적지등을 축소모형으로 제작하여 설치한 공원으로 보은군을 한눈에 볼 수 있는 새로운 재미를 선사하는 공원이다.   - 주소 : 충북 보은군 산외면 산대리 산19-3  - 전화 : 043-543-6570  - 입장료 무료 "
320,속리산 조각공원,http://www.welchon.com/upload/travelsub/20190829114503216.jpg,36.5329577,127.8229224,043-542-3006,충북 보은군 속리산면 사내리,1,속리산 조각공원은 속리사을 찾는 방문객들에게 볼거리와 휴식공간을 제공하기 위해 속리산국립공원 잔디공원 내 조성된 공원으로 충청권의 대표적인 작가 27명의 예술작품을 감상 할 수 있다.  - 주소 : 충북 보은군 속리산면 사내리(속리산 주차장 옆)  - 전화 : 043-542-3006 - 입장료 : 무료 
321,산채비빔밥거리,http://www.welchon.com/upload/travelsub/20190829114612169.jpg,36.5329577,127.8245639,,충북 보은군 속리산면 사내리 일대,1,"속리산국립공원 입구에는 정말 많은 식당들이 모여 있는데, 많은 식당의 숫자보다 더욱 놀라운 것은 저렴한 가격과 신선한 나물과 반찬들이다. 주된 식사메뉴는 산채비빔밥부터 송이버섯전골까지 원기 회복에 좋은 재료들로 다양한 종류의 상차림을 만날 수 있다. 오전 7시경부터 아침식사가 가능한 식당들도 많다 보은읍 시내에서 14km정도로 가깝게 위치하고 있어서 아침식사 장소를 찾느라 시간 보내지 말고, 속리산의 맑은 공기와 함께 신선한 나물들이 기다리는 속리산으로 출발!  - 주소 : 충북 보은군 속리산면 사내리 일대 "
322,속리산 둘레길,http://www.welchon.com/upload/travelsub/20190829114842129.jpg,36.5106398,127.804508,043-542-7330,충북 보은군 속리산면 속리산로 743,1,"속리산 둘레길 걷기는 충북 보은군과 괴산군, 경북 문경시와 상주시를 연결하는 속리산 권역의 총거리 약 200km의 둘레길이다 2015년 현재 보은군이 4개구간을 개장하고 있다. 속세의 경계에서 고개 넘어 굽이굽이 나를 찾아 떠나는 속리산 둘레길의 4구간을 걸어보자.   상판안내센터  - 주소 : 충북 보은군 속리산면 속리산로 743  - 전화 : 043-542-7330 장안안내소  - 주소 : 충북 보은군 장안면 개안길 20  - 전화 : 043-542-3330 "
323,부소담악,http://www.welchon.com/upload/travelsub/20180320144153001.jpg,36.354626,127.5588654,,충북 옥천군 군북면 환산로 514-2,1,
324,장계국민관광지,http://www.welchon.com/upload/travelsub/20180320144131141.jpg,36.3772885,127.6356226,043-730-3070,충북 옥천군 안내면 장계1길 57-1,1,
325,풍미당,http://www.welchon.com/upload/travelsub/20180320144114861.jpg,36.3005973,127.5714311,043-732-1827,충북 옥천군 옥천읍 중앙로9길 23-1,1,
326,정지용생가,http://www.welchon.com/upload/travelsub/20180320144045474.jpg,36.3149373,127.5816083,043-730-3588,충북 옥천군 옥천읍 향수길 56,1,
327,장수마을,http://www.welchon.com/upload/travelsub/20180320144023156.jpg,36.3157875,127.7435869,043-733-9453,충북 옥천군 청성면 장수로1길 79-1,1,"* 추천 체험거리 : 두부 만들기, 인절미 만들기, 천연염색하기 등"
328,명암산채건강마을,http://www.welchon.com/upload/travelsub/20180817101344398.jpg,37.1906815,128.1437496,043-653-7788,충북 제천시 봉양읍 명암로 574,1,"▶ 체험  찜질방 체험, 몸펴기 생활운동, 국악 음악 치유, 황기엿 만들기, 국궁 등 ▶ 식사  콩나물 황태 해장국, 더덕 정식, 산채 백반, 산채 비빔밥, 감자옹심이, 산채 정식, 감자전, 백숙 등 ▶ 숙박  16개 동(하단 이미지 참조) / 전화예약가능 T.043-653-7788"
329,청풍문화재단지,http://www.welchon.com/upload/travelsub/20180122133909371.JPG,37.0046325,128.1710458,043-647-7003,충북 제천시 청풍면 청풍호로 2048,1,"운영시간 : 하절기(3~10월) 09:00~18:00                  동절기(11~2월) 09:00~17:00 입장료 : 성인 3,000원 / 청소년(중,고생) 및 군인 2,000원 / 어린이 1,000원"
330,삼기조아유마을,http://www.welchon.com/upload/travelsub/20180726164052284.jpg,36.7237885,127.6215377,043-836-5771,충북 증평군 증평읍 율리휴양로 100,1,"- 체험: 명상&다도, 삼색인절미떡 만들기, 에코백 만들기 등 - 식사: 삼겹살 오리백숙, 닭백숙, 닭볶음탕, 올갱이국 등 - 숙박: 세미나실(30인실) 1개, 숙박실(6~10명) 4개 / 전화예약가능 T. 043-836-5771"
331,진천공예마을,http://www.welchon.com/upload/travelsub/20171219155707186.jpg,36.7898297,127.4567979,043-532-3936,충북 진천군 문백면 공예촌길 116-3,1,
332,만뢰산 자연생태공원,http://www.welchon.com/upload/travelsub/20171219162103325.jpg,36.849915,127.3657207,043-539-3448,충북 진천군 진천읍 김유신길 340-38,2,입장료 : 무료 주차비 : 무료
333,진천종박물관,http://www.welchon.com/upload/travelsub/20171219155355660.jpg,36.8707279,127.4137432,043-539-3847,충북 진천군 진천읍 백곡로 1504-12,1,"관람시간 : 9:00 ~ 18:00 (매표시간 : 9:00 ~ 17:00) (휴관: 매주 월요일, 설날, 추석) 입장료 : 성인 1,500원, 청소년/군인 1,000원, 어린이 500원 주차비 : 무료"
334,생거판화미술관,http://www.welchon.com/upload/travelsub/20171219155413686.jpg,36.8707279,127.4137432,043-539-3607,충북 진천군 진천읍 백곡로 1504-12,1,"관람시간 : 10:00 ~ 17:00 (휴관: 매주 월요일, 설날, 추석) 입장료 : 성인 1,500원, 청소년/군인 1,000원 주차비 : 무료"
335,보련마을,http://www.welchon.com/upload/travelsub/20200914141640360.jpeg,,,043-535-6335,충북 진천군 진천읍 보련골길 41-22,1,아직도 살아 숨쉬는 옛 고향의 정취를 흠뻑 느끼실 수 있습니다.
336,진천장,http://www.welchon.com/upload/travelsub/20171219155517283.jpg,36.860708,127.4513239,043-534-3338,충북 진천군 진천읍 원덕로 390,1,
337,재오개산촌마을,http://www.welchon.com/upload/travelsub/20200810131203039.jpg,,,,충북 충주시 살미면 충주호수로 2114,1,몸과 마음을 건강하게 힐링할 수 있는 재오개산촌마을
