사업장명,전화번호,소재지면적,지번주소,도로명주소,위생업태명,시설총규모,영업상태명,폐업일자,위도,경도
소풍가는 김밥,055-333-7942,45.6,경상남도 김해시 율하동 1403번지 율현마을주공13단지아파트 주상가동 104호,"경상남도 김해시 율하2로 162, 율현마을주공13단지아파트 주상가동 104호 (율하동)",한식,45.6,영업/정상,,35.1685328100 ,128.8186408000 
수로왕족,055-339-8688,52.71,경상남도 김해시 삼계동 1497-8,"경상남도 김해시 삼계중앙로6번길 30, 1층 (삼계동)",한식,52.71,영업/정상,,35.2575828400 ,128.8664401000 
불닭발 땡초 동대문엽기떡볶이 김해진영점,,58,경상남도 김해시 진영읍 진영리 1622-1번지 102호,"경상남도 김해시 진영읍 김해대로407번길 40-30, 102호",기타,58,영업/정상,,35.3078766800 ,128.7337342000 
청년다방 진영점,055-343-5452,65.95,경상남도 김해시 진영읍 진영리 1600-1 1층,"경상남도 김해시 진영읍 진산대로26번길 24-3, 1층",기타,65.95,영업/정상,,35.3083667600 ,128.7272287000 
스타,,104.9,경상남도 김해시 대청동 68-7번지,"경상남도 김해시 번화1로68번길 15, 조이월드 3층 304호 (대청동)",기타,104.9,영업/정상,,35.1940492500 ,128.8015253000 
수경손만두,055-311-2727,47.96,"경상남도 김해시 삼계동 1490-2번지 파크프라자, 1층 108호","경상남도 김해시 삼계중앙로 23, 파크프라자 1층 108호 (삼계동)",기타,47.96,영업/정상,,35.2607840700 ,128.8675182000 
오르새피자,055-342-9992,146.76,경상남도 김해시 진영읍 진영리 1640-7,경상남도 김해시 진영읍 장등로 68,한식,146.76,영업/정상,,35.3124631200 ,128.7354912000 
물고기잡스,055-337-5355,365.2,경상남도 김해시 율하동 1345번지 파크프라자 1층 101호,"경상남도 김해시 율하3로 10, 파크프라자 1층 101호 (율하동)",기타,365.2,영업/정상,,35.1693863000 ,128.8123812000 
모이(Moi),055-723-3559,159.17,경상남도 김해시 외동 1262-3 나비빌딩 103호,"경상남도 김해시 분성로 228, 나비빌딩 1층 103호 (외동)",기타,159.17,영업/정상,,35.2311989300 ,128.8714542000 
정스라멘,,68.25,경상남도 김해시 삼계동 1487-6번지 유토피아 101호,"경상남도 김해시 삼계중앙로 59, 유토피아 1층 101호 (삼계동)",일식,68.25,영업/정상,,35.2610157900 ,128.8716420000 
안동인안동찜닭(직영점),,70,경상남도 김해시 삼방동 174-2번지,"경상남도 김해시 삼안로217번길 31, 1층 (삼방동)",호프/통닭,70,영업/정상,,35.2464605900 ,128.9080428000 
서고집뚝배기,055-345-6655,131.67,경상남도 김해시 진영읍 여래리 369-1,경상남도 김해시 진영읍 진영로 257,한식,131.67,영업/정상,,35.3023152900 ,128.7410729000 
더포 김해점,055-327-0701,168.84,경상남도 김해시 내동 1119-1번지 내외빌딩 204호,"경상남도 김해시 내외중앙로 75, 내외빌딩 2층 204호 (내동)","외국음식전문점(인도,태국등)",168.84,영업/정상,,35.2368033600 ,128.8667570000 
투가이즈,055-323-9957,44.68,경상남도 김해시 삼방동 199-4,"경상남도 김해시 활천로 306, 1층 (삼방동)",기타,44.68,영업/정상,,35.2433798700 ,128.9125573000 
장선동,055-342-2272,345.2,경상남도 김해시 진영읍 여래리 610-2번지,"경상남도 김해시 진영읍 본산로 41, 1층",한식,345.2,영업/정상,,35.3090104500 ,128.7384949000 
회뜨는집,,24.5,경상남도 김해시 안동 333-1 한효아파트 상가동 105호,"경상남도 김해시 삼안로 108, 한효아파트 상가동 105호 (안동)",한식,24.5,영업/정상,,35.2384647300 ,128.9176550000 
Merry go round(메리고라운드),,105.1,경상남도 김해시 관동동 1106-2번지,경상남도 김해시 관동로 106 (관동동),경양식,105.1,영업/정상,,35.1772116600 ,128.8148964000 
딸바보토스트,055-311-6385,34,경상남도 김해시 주촌면 선지리 0번지 104호,"경상남도 김해시 주촌면 선지로64번길 16, 1층 104호",분식,34,영업/정상,,35.2263586000 ,128.8486299000 
가야푸드,,25.92,경상남도 김해시 삼방동 160-3 1층,"경상남도 김해시 인제로 206-1, 1층 (삼방동)",한식,25.92,영업/정상,,35.2470397300 ,128.9041376000 
황금반찬,,24,경상남도 김해시 삼정동 148-8,"경상남도 김해시 활천로36번길 49, 1층 (삼정동)",한식,24,영업/정상,,35.2332395100 ,128.8980736000 
흥동칼국수,055-312-0202,54,경상남도 김해시 흥동 40-1,"경상남도 김해시 흥동로 50, 1층 (흥동)",한식,54,영업/정상,,35.2221105200 ,128.8540999000 
해바라기,,26.73,경상남도 김해시 삼방동 676-3번지,"경상남도 김해시 삼안로235번길 25-1, 1층 (삼방동)",김밥(도시락),26.73,영업/정상,,35.2481651600 ,128.9079190000 
메금이네,,30.4,경상남도 김해시 무계동 191-29번지,"경상남도 김해시 장유로 289-8, 1층 (무계동)",한식,30.4,영업/정상,,35.2002007900 ,128.8144235000 
인생치킨,055-337-9696,34,경상남도 김해시 삼문동 64-1 한림리츠빌 상가 103호,"경상남도 김해시 번화1로 170, 한림리츠빌 상가동 103호 (삼문동)",호프/통닭,34,영업/정상,,35.1991359400 ,128.7942835000 
마스터통삼겹 장유팔판점,,33.6,경상남도 김해시 관동동 448-9번지 팔판마을6단지푸르지오아파트상가 부상가동 105호,"경상남도 김해시 팔판로 21, 팔판마을6단지푸르지오아파트상가 부상가동 1층 105호 (관동동)",식육(숯불구이),33.6,영업/정상,,35.1776406300 ,128.7910219000 
꾸브라꼬 숯불 두마리치킨 장유점,055-338-1187,32.68,경상남도 김해시 관동동 1113-6번지,경상남도 김해시 관동로 127 (관동동),한식,32.68,영업/정상,,35.1781887700 ,128.8170361000 
누들프렌즈,,36,경상남도 김해시 명법동 938번지,"경상남도 김해시 금관대로804번길 37, 1층 (명법동)",기타,36,영업/정상,,35.2023565500 ,128.8353550000 
석쇠꾼,055-339-9295,49.5,경상남도 김해시 주촌면 선지리 1003-6번지 1층,"경상남도 김해시 주촌면 선지로97번길 5-7, 1층",식육(숯불구이),49.5,영업/정상,,35.2283287500 ,128.8466181000 
다원,055-909-9339,24.48,경상남도 김해시 봉황동 199-9 1층,"경상남도 김해시 가락로23번길 44, 1층 (봉황동)",한식,24.48,영업/정상,,35.2282603600 ,128.8776845000 
양계장집아들 김해점,,47.81,경상남도 김해시 동상동 1099번지 롯데캐슬가야1단지 상가 B203호,"경상남도 김해시 가야로 445, 롯데캐슬가야1단지 상가 지하2층 B203호 (동상동)",호프/통닭,47.81,영업/정상,,35.2428298700 ,128.8834673000 
카페미,,33,경상남도 김해시 삼문동 696-4번지,"경상남도 김해시 삼문로43번길 3-23, 1층 (삼문동)",기타,33,영업/정상,,35.1943003300 ,128.8044377000 
더조은푸드,,190,경상남도 김해시 진영읍 죽곡리 183-10 1층,"경상남도 김해시 진영읍 서부로 197-19, 1층",한식,190,영업/정상,,35.2797047700 ,128.7690075000 
탱자(TAENGJA),,70.09,경상남도 김해시 봉황동 10-7번지,경상남도 김해시 봉황대길 58-5 (봉황동),기타,70.09,영업/정상,,35.2294067700 ,128.8799379000 
연탄오돌뼈특공대,055-322-5892,31.08,경상남도 김해시 외동 701-14번지 1층,"경상남도 김해시 금관대로1183번길 6, 1층 (외동)",한식,31.08,영업/정상,,35.2332101100 ,128.8523488000 
핫도그브라더스 장유점,055-323-1199,48.9,경상남도 김해시 관동동 462번지 남강관동온천,"경상남도 김해시 덕정로204번길 36, 남강관동온천 1층 (관동동)",경양식,48.9,영업/정상,,35.1767432100 ,128.8013660000 
가마치통닭 지내점,055-326-8292,63.68,경상남도 김해시 지내동 314-9번지,"경상남도 김해시 김해대로2715번길 33-1, 1층 (지내동)",호프/통닭,63.68,영업/정상,,35.2308727100 ,128.9226887000 
청년다방 김해장유점,055-323-3331,129.6,경상남도 김해시 대청동 315-1번지 102호,"경상남도 김해시 삼문로 22, 1층 102일부호 (대청동)",분식,129.6,영업/정상,,35.1922638300 ,128.8029791000 
처갓집양념치킨 율하2지구점,055-327-1811,33.4,경상남도 김해시 장유동 367,"경상남도 김해시 율하로 479-1, 원메이저 푸르지오 331동 104호 (장유동)",호프/통닭,33.4,영업/정상,,35.1675003300 ,128.8259853000 
명인만두 봉황역점,055-321-4578,82.62,경상남도 김해시 전하동 31-25번지 2층,"경상남도 김해시 김해대로 2250-9, 2층 (전하동)",기타,82.62,영업/정상,,35.2266919900 ,128.8739436000 
창녕돼지국밥,055-342-3555,88.6,경상남도 김해시 한림면 장방리 827-7번지,"경상남도 김해시 한림면 장방로 321, 1층",식육(숯불구이),88.6,영업/정상,,35.3327842300 ,128.7849875000 
플레이 미스트,,26.4,경상남도 김해시 삼방동 160-14번지,"경상남도 김해시 인제로200번길 3-19, 1층 (삼방동)",기타,26.4,영업/정상,,35.2472992200 ,128.9043932000 
뉴아지트,,21.2,경상남도 김해시 삼방동 654-10,경상남도 김해시 삼안로268번길 1 (삼방동),기타,21.2,영업/정상,,35.2519751700 ,128.9095000000 
신쿡,,97.97,경상남도 김해시 율하동 1301-4,"경상남도 김해시 율하2로58번길 30, 1층 (율하동)",한식,97.97,영업/정상,,35.1722867800 ,128.8073053000 
내가사케,,37.96,경상남도 김해시 내동 1119-3,"경상남도 김해시 내외중앙로 69, 에스제이테라스파크 117호 (내동)",기타,37.96,영업/정상,,35.2361193000 ,128.8666179000 
메인(main),,62.27,경상남도 김해시 부원동 607-1번지 2층,"경상남도 김해시 가락로 14, 2층 (부원동)",기타,62.27,영업/정상,,35.2277101200 ,128.8826879000 
북청면옥 함흥냉면,055-313-8849,157.76,경상남도 김해시 내동 1120-5번지,"경상남도 김해시 내외로77번길 16, 1층 (내동)",냉면집,157.76,영업/정상,,35.2360233000 ,128.8661774000 
송가네,055-314-7757,19.46,경상남도 김해시 무계동 191-29번지,"경상남도 김해시 장유로 289-8, 1층 (무계동)",한식,19.46,영업/정상,,35.2002007900 ,128.8144235000 
면만드는사람들,055-339-8848,27.4,경상남도 김해시 삼문동 64-1번지 한림리츠빌 상가 105호,"경상남도 김해시 번화1로 170, 한림리츠빌 상가 105호 (삼문동)",냉면집,27.4,영업/정상,,35.1991359400 ,128.7942835000 
투다리 제니스점,055-311-3059,50.85,경상남도 김해시 주촌면 천곡리 0번지 김해센텀두산위브더제니스 401동 105호,"경상남도 김해시 주촌면 천곡로 18, 김해센텀두산위브더제니스 401동 1층 105호",기타,50.85,영업/정상,,35.2336713400 ,128.8366542000 
달인김밥,055-311-8285,73.92,경상남도 김해시 외동 1104-1번지 성평그린빌아파트,"경상남도 김해시 금관대로 1125, 101호 (외동, 성평그린빌아파트)",김밥(도시락),73.92,영업/정상,,35.2290347900 ,128.8487677000 
비비큐치킨 김해대청점,055-314-9997,53.11,경상남도 김해시 대청동 293-5,"경상남도 김해시 계동로 184, 1층 (대청동)",한식,53.11,영업/정상,,35.1891290300 ,128.7985781000 
명륜진사갈비 내외점,055-327-3007,360,경상남도 김해시 전하동 7-17번지,"경상남도 김해시 전하로 252-8, 2층 (전하동)",식육(숯불구이),360,영업/정상,,35.2260859100 ,128.8729923000 
물반고기반,055-312-5638,186.65,경상남도 김해시 진영읍 진영리 1711-5번지 1층,"경상남도 김해시 진영읍 장등1로32번길 2, 1층",회집,186.65,영업/정상,,35.3138714700 ,128.7380883000 
꾸브라꼬숯불두마리치킨 삼정점,055-329-0224,32,경상남도 김해시 삼정동 66-1 1층,"경상남도 김해시 분성로 496, 1층 (삼정동)",호프/통닭,32,영업/정상,,35.2350809500 ,128.9001484000 
순수치킨(장유점),055-326-3397,32,경상남도 김해시 부곡동 1162-3번지 대동아파트 상가 509동 108호,"경상남도 김해시 월산로 18, 대동아파트 상가 509동 1층 108호 (부곡동)",호프/통닭,32,영업/정상,,35.2020148600 ,128.8087200000 
칭따오 양꼬치 & 훠궈,,78.52,경상남도 김해시 무계동 191-11,"경상남도 김해시 장유로301번길 7, 1층 (무계동)",중국식,78.52,영업/정상,,35.2003676800 ,128.8150731000 
밥딜런푸드,,122.56,경상남도 김해시 삼문동 97-4번지,"경상남도 김해시 번화1로114번길 7-7, 1층 (삼문동)",한식,122.56,영업/정상,,35.1977548900 ,128.7986736000 
매하구꼬치,,75.64,경상남도 김해시 동상동 951-4,"경상남도 김해시 분성로 348, 2층 (동상동)",식육(숯불구이),75.64,영업/정상,,35.2336865800 ,128.8838953000 
농부식육식당,,136.11,경상남도 김해시 율하동 1331-3번지,"경상남도 김해시 율하3로 81, 2층 202호 (율하동)",식육(숯불구이),136.11,영업/정상,,35.1748332600 ,128.8160364000 
덮은밥집,055-902-3612,49.91,경상남도 김해시 외동 913,"경상남도 김해시 금관대로1134번길 35, 1층 (외동)",한식,49.91,영업/정상,,35.2314660900 ,128.8516823000 
더타임(The time),055-313-1883,91.19,경상남도 김해시 외동 1253-4번지,"경상남도 김해시 함박로101번길 6, 임호빌딩 302호 (외동)",라이브카페,91.19,영업/정상,,35.2326296900 ,128.8655261000 
카페비엠,055-329-3283,150.82,경상남도 김해시 관동동 161-32번지,"경상남도 김해시 관동로27번길 97, 1층 (관동동)",기타,150.82,영업/정상,,35.1782772300 ,128.8159501000 
살렘칼국수·김밥,055-336-9009,49.96,경상남도 김해시 부원동 611-3번지 102호,"경상남도 김해시 가락로30번길 13, 1층 102호 (부원동)",김밥(도시락),49.96,영업/정상,,35.2294870400 ,128.8837618000 
홍콩반점 김해율하점,055-904-4212,120.48,경상남도 김해시 율하동 1336-2번지 201호,"경상남도 김해시 율하3로 37, 2층 201호 (율하동)",중국식,120.48,영업/정상,,35.1716396900 ,128.8137429000 
대패로밀면,055-343-9933,293.98,경상남도 김해시 진영읍 진영리 1693-4번지 2층,"경상남도 김해시 진영읍 진산대로 63-27, 2층",식육(숯불구이),293.98,영업/정상,,35.3120610200 ,128.7259752000 
동대문떡볶이(동떡) 장유점,055-325-3251,23.35,경상남도 김해시 삼문동 1266번지 일동미라주더파크아파트상가 132동 108호,"경상남도 김해시 장유로334번길 75, 일동미라주더파크아파트상가 132동 지하2층 108호 (삼문동)",분식,23.35,영업/정상,,35.1910501200 ,128.8092590000 
피노이레스토(PINOY RESTO),,20.4,경상남도 김해시 동상동 951-4 1층,"경상남도 김해시 분성로 348, 1층 (동상동)",한식,20.4,영업/정상,,35.2336865800 ,128.8838953000 
카페루앤비,,146.73,경상남도 김해시 내동 171-3번지,"경상남도 김해시 금관대로1297번길 7-1, 1층 (내동)",패밀리레스트랑,146.73,영업/정상,,35.2404437200 ,128.8606320000 
김해쭈꾸미본색 주촌점,055-312-3780,86.27,경상남도 김해시 주촌면 천곡리 1368-8 102호,"경상남도 김해시 주촌면 천곡로7번길 23, 1층 102호",한식,55.44,영업/정상,,35.2317830200 ,128.8398867000 
문스갈비 김해장유점,055-323-0924,50.4,경상남도 김해시 대청동 295-12번지,"경상남도 김해시 번화1로19번길 10, 1층 (대청동)",식육(숯불구이),50.4,영업/정상,,35.1892005700 ,128.8000282000 
플라워퓨전식당,,46.44,경상남도 김해시 진영읍 진영리 1586-19 1층,"경상남도 김해시 진영읍 장등로19번길 87, 1층",기타,46.44,영업/정상,,35.3103857100 ,128.7272578000 
존가네,055-321-9291,26.23,경상남도 김해시 관동동 457-3번지,"경상남도 김해시 덕정로138번길 11-10, 1층 (관동동)",식육(숯불구이),26.23,영업/정상,,35.1784153000 ,128.8006908000 
역전할머니맥주1982 대청점,,99.44,경상남도 김해시 대청동 302-5번지,"경상남도 김해시 삼문로 12, 1층 105,106호 (대청동)",호프/통닭,99.44,영업/정상,,35.1919359400 ,128.8021304000 
