도로안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,도로안전표지구분,도로안전표지종별일련번호,주행제한속도,도로안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자
181,,,,,,,,,경상남도 통영시 문화동 4-22,34.850342,128.424042,4,425,,거리(500M),,,,경상남도 통영시,055-650-5332,2021-01-21
182,,,,,,,,,경상남도 통영시 문화동4-23,34.850188,128.424,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
183,,,,,,,,,경상남도 통영시 문화동 6-5,34.849335,128.423597,1,125,,신호기,,,,경상남도 통영시,055-650-5332,2021-01-21
184,,,,,,,,,경상남도 통영시 문화동 7-3,34.84884,128.422981,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
185,,,,,,,,,경상남도 통영시 문화동 7-3,34.84884,128.422981,4,425,,거리(300M),,,,경상남도 통영시,055-650-5332,2021-01-21
186,,,,,,,,,경상남도 통영시 문화동7-3,34.848738,128.42276,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
187,,,,,,,,,경상남도 통영시 문화동 296-7,34.847596,128.420041,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
188,,,,,,,,,경상남도 통영시 문화동 296-7,34.847596,128.420041,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
189,,,,,,,,,경상남도 통영시 문화동 292-1,34.847338,128.419581,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
190,,,,,,,,,경상남도 통영시 문화동 292-1,34.847338,128.419581,4,425,,거리(1KM),,,,경상남도 통영시,055-650-5332,2021-01-21
191,,,,,,,,,경상남도 통영시 문화동 329-4,34.846358,128.42029,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
192,,,,,,,,,경상남도 통영시 문화동 370-4,34.846384,128.42081,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
193,,,,,,,,,경상남도 통영시 문화동 370-4,34.846384,128.42081,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
194,,,,,,,,,경상남도 통영시 문화동 374,34.845977,128.421054,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
195,,,,,,,,,경상남도 통영시 중앙동 178-1,34.845134,128.421246,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
196,,,,,,,,,경상남도 통영시 중앙동 191-3,34.844939,128.421432,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
197,,,,,,,,,경상남도 통영시 중앙동 185,34.844551,128.421519,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
198,,,,,,,,,경상남도 통영시 중앙동 143-20,34.844351,128.421446,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
199,,,,,,,,,경상남도 통영시 서호동 6-1,34.843951,128.421003,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
200,,,,,,,,,경상남도 통영시 서호동 7-9,34.843815,128.42081,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
201,,,,,,,,,경상남도 통영시 서호동 19-10,34.843933,128.420026,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
202,,,,,,,,,경상남도 통영시 서호동 19-10,34.843933,128.420026,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
203,,,,,,,,,경상남도 통영시 서호동 16-23,34.844495,128.419318,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
204,,,,,,,,,경상남도 통영시 서호동 16-12,34.844635,128.419226,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
205,,,,,,,,,경상남도 통영시 서호동 22-4,34.844952,128.41909,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
206,,,,,,,,,경상남도 통영시 중앙동 188-2,34.84473,128.421512,3,319,,주차장,,,,경상남도 통영시,055-650-5332,2021-01-21
207,,,,,,,,,경상남도 통영시 문화동 371,34.84619,128.420826,3,319,,주차장,,,,경상남도 통영시,055-650-5332,2021-01-21
208,,,,,,,,,경상남도 통영시 태평동 684,34.846221,128.424007,2,224,40,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
209,,,,,,,,,경상남도 통영시 태평동 684,34.846221,128.424007,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
210,,,,,,,,,경상남도 통영시 태평동 684,34.846221,128.424007,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
211,,,,,,,,,경상남도 통영시 태평동 684,34.846221,128.424007,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
212,,,,,,,,,경상남도 통영시 문화동 127-1,34.846157,128.423916,2,224,40,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
213,,,,,,,,,경상남도 통영시 중앙동 74-2,34.845413,128.423646,3,302,,자전거횡단도로,,,,경상남도 통영시,055-650-5332,2021-01-21
214,,,,,,,,,경상남도 통영시 중앙동 74-2,34.845413,128.423646,3,302,,자전거횡단도로,,,,경상남도 통영시,055-650-5332,2021-01-21
215,,,,,,,,,경상남도 통영시 중앙동 74-2,34.845312,128.423532,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
216,,,,,,,,,경상남도 통영시 중앙동 74-2,34.845312,128.423532,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
217,,,,,,,,,경상남도 통영시 문화동 394,34.845456,128.423018,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
218,,,,,,,,,경상남도 통영시 문화동 127-3,34.846357,128.423612,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
219,,,,,,,,,경상남도 통영시 문화동 109,34.846424,128.42333,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
220,,,,,,,,,경상남도 통영시 문화동 109,34.846424,128.42333,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
221,,,,,,,,,경상남도 통영시 문화동 127-3,34.846339,128.423261,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
222,,,,,,,,,경상남도 통영시 문화동 98-2,34.846465,128.423049,2,212,,좌회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
223,,,,,,,,,경상남도 통영시 문화동 98-2,34.846465,128.423049,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
224,,,,,,,,,경상남도 통영시 문화동 98-2,34.846465,128.423049,4,401,,거리(300M),,,,경상남도 통영시,055-650-5332,2021-01-21
225,,,,,,,,,경상남도 통영시 문화동 98-2,34.846465,128.423049,2,217,,앞지르기금지,,,,경상남도 통영시,055-650-5332,2021-01-21
226,,,,,,,,,경상남도 통영시 문화동 98-2,34.846465,128.423049,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
227,,,,,,,,,경상남도 통영시 문화동 93-1,34.846442,128.422873,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
228,,,,,,,,,경상남도 통영시 문화동 93-1,34.846442,128.422873,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
229,,,,,,,,,경상남도 통영시 문화동 86-1,34.846643,128.422418,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
230,,,,,,,,,경상남도 통영시 문화동 86-1,34.846643,128.422418,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
231,,,,,,,,,경상남도 통영시 문화동 86-1,34.846643,128.422418,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
232,,,,,,,,,경상남도 통영시 문화동 86-1,34.846643,128.422418,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
233,,,,,,,,,경상남도 통영시 문화동 194-3,34.846656,128.422026,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
234,,,,,,,,,경상남도 통영시 문화동 228,34.846762,128.421629,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
235,,,,,,,,,경상남도 통영시 문화동 358,34.847009,128.420837,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
236,,,,,,,,,경상남도 통영시 문화동 307,34.84715,128.420051,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
237,,,,,,,,,경상남도 통영시 문화동 307,34.84715,128.420051,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
238,,,,,,,,,경상남도 통영시 문화동 292-1,34.847362,128.419599,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
239,,,,,,,,,경상남도 통영시 문화동 292-1,34.847362,128.419599,3,311,,유턴,,,,경상남도 통영시,055-650-5332,2021-01-21
240,,,,,,,,,경상남도 통영시 문화동 292-8,34.847321,128.419712,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
241,,,,,,,,,경상남도 통영시 문화동 292-8,34.847321,128.419712,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
242,,,,,,,,,경상남도 통영시 문화동 292-8,34.847321,128.419712,4,401,,거리(1km),,,,경상남도 통영시,055-650-5332,2021-01-21
243,,,,,,,,,경상남도 통영시 중앙동 75-3,34.84527,128.423524,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
244,,,,,,,,,경상남도 통영시 중앙동 75-3,34.84525,128.423506,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
245,,,,,,,,,경상남도 통영시 중앙동 75-3,34.84525,128.423506,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
246,,,,,,,,,경상남도 통영시 중앙동 75-3,34.84525,128.423506,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
247,,,,,,,,,경상남도 통영시 중앙동 101-5,34.844996,128.423226,2,218,,정차.주차 금지,,,,경상남도 통영시,055-650-5332,2021-01-21
248,,,,,,,,,경상남도 통영시 중앙동 107-2,34.844771,128.423379,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
249,,,,,,,,,경상남도 통영시 중앙동 96,34.844574,128.423261,2,214,,좌회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
250,,,,,,,,,경상남도 통영시 서호동 163-124,34.84204,128.419873,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
251,,,,,,,,,경상남도 통영시 서호동 177-20,34.842077,128.419684,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
252,,,,,,,,,경상남도 통영시 서호동 177-469,34.841934,128.419692,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
253,,,,,,,,,경상남도 통영시 서호동 177-467,34.841852,128.419241,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
254,,,,,,,,,경상남도 통영시 서호동 177-467,34.841852,128.419241,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
255,,,,,,,,,경상남도 통영시 서호동 177-469,34.841952,128.419695,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
256,,,,,,,,,경상남도 통영시 중앙동 7-5,34.845363,128.423555,3,325,,자전거횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
257,,,,,,,,,경상남도 통영시 항남동 1-87,34.843387,128.423682,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
258,,,,,,,,,경상남도 통영시 항남동 1-87,34.843387,128.423682,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
259,,,,,,,,,경상남도 통영시 서호동 산1-1,34.8438,128.4168,3,313,,우측면통행,,,,경상남도 통영시,055-650-5332,2021-01-21
260,,,,,,,,,경상남도 통영시 서호동 산1-1,34.8438,128.4168,1,125,,신호기,,,,경상남도 통영시,055-650-5332,2021-01-21
261,,,,,,,,,경상남도 통영시 서호동 69-3,34.84411,128.418587,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
262,,,,,,,,,경상남도 통영시 서호동 66-1,34.843925,128.418884,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
263,,,,,,,,,경상남도 통영시 서호동 175-2,34.843178,128.419351,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
264,,,,,,,,,경상남도 통영시 서호동 175-2,34.843178,128.419351,2,217,,앞지르기금지,,,,경상남도 통영시,055-650-5332,2021-01-21
265,,,,,,,,,경상남도 통영시 서호동 175-2,34.843178,128.419351,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
266,,,,,,,,,경상남도 통영시 서호동 175-2,34.843178,128.419351,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
267,,,,,,,,,경상남도 통영시 서호동 169-5,34.843138,128.419606,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
268,,,,,,,,,경상남도 통영시 서호동 157-2,34.842801,128.420018,3,319,,주차장,,,,경상남도 통영시,055-650-5332,2021-01-21
269,,,,,,,,,경상남도 통영시 서호동 157-2,34.842801,128.420018,2,212,,직진금지,,,,경상남도 통영시,055-650-5332,2021-01-21
270,,,,,,,,,경상남도 통영시 서호동 157-2,34.842801,128.420018,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
271,,,,,,,,,경상남도 통영시 서호동 158,34.843022,128.420131,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
272,,,,,,,,,경상남도 통영시 서호동 302,34.841892,128.419029,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
273,,,,,,,,,경상남도 통영시 서호동 163-23,34.842808,128.419127,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
274,,,,,,,,,경상남도 통영시 서호동 163-106,34.842968,128.419358,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
275,,,,,,,,,경상남도 통영시 서호동 163-107,34.842622,128.419084,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
276,,,,,,,,,경상남도 통영시 서호동 163-108,34.842798,128.419484,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
277,,,,,,,,,경상남도 통영시 서호동 302,34.841794,128.419112,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
278,,,,,,,,,경상남도 통영시 서호동 302,34.841816,128.419222,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
279,,,,,,,,,경상남도 통영시 서호동 302,34.841465,128.41898,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
280,,,,,,,,,경상남도 통영시 서호동 302,34.841872,128.419737,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
281,,,,,,,,,경상남도 통영시 서호동 302,34.841681,128.419758,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
282,,,,,,,,,경상남도 통영시 서호동 302,34.841917,128.42736,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
283,,,,,,,,,경상남도 통영시 서호동 302,34.841822,128.420685,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
284,,,,,,,,,경상남도 통영시 서호동 302,34.841822,128.420685,2,211,,진입금지,,,,경상남도 통영시,055-650-5332,2021-01-21
285,,,,,,,,,경상남도 통영시 서호동 302,34.841822,128.420685,2,211,,진입금지,,,,경상남도 통영시,055-650-5332,2021-01-21
286,,,,,,,,,경상남도 통영시 항남동 288,34.841787,128.420901,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
287,,,,,,,,,경상남도 통영시 항남동 288,34.841787,128.420901,4,402,,거리(130m),,,,경상남도 통영시,055-650-5332,2021-01-21
288,,,,,,,,,경상남도 통영시 항남동 288,34.841787,128.420901,4,405,,시간(09:00부터),,,,경상남도 통영시,055-650-5332,2021-01-21
289,,,,,,,,,경상남도 통영시 항남동 288,34.841787,128.420901,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
290,,,,,,,,,경상남도 통영시 항남동 288,34.841787,128.420901,4,405,,시간(09:00부터),,,,경상남도 통영시,055-650-5332,2021-01-21
291,,,,,,,,,경상남도 통영시 항남동 288,34.841622,128.420719,3,328,,일방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
292,,,,,,,,,경상남도 통영시 서호동 177-71,34.84116,128.420723,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
293,,,,,,,,,경상남도 통영시 서호동 177-71,34.84116,128.420723,2,214,,좌회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
294,,,,,,,,,경상남도 통영시 서호동 177-351,34.840914,128.420759,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
295,,,,,,,,,경상남도 통영시 서호동 177-351,34.840498,128.421264,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
296,,,,,,,,,경상남도 통영시 서호동 177-351,34.84045,128.421493,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
297,,,,,,,,,경상남도 통영시 서호동 316-1,34.840239,128.421141,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
298,,,,,,,,,경상남도 통영시 서호동 316-1,34.840244,128.420819,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
299,,,,,,,,,경상남도 통영시 서호동 316-1,34.840244,128.420819,2,224,10,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
300,,,,,,,,,경상남도 통영시 서호동 316-2,34.840791,128.420112,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
301,,,,,,,,,경상남도 통영시 서호동 316-2,34.840791,128.420112,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
302,,,,,,,,,경상남도 통영시 서호동 316-2,34.84089,128.420602,2,214,,좌회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
303,,,,,,,,,경상남도 통영시 서호동 316-2,34.84089,128.420602,2,211,,진입금지,,,,경상남도 통영시,055-650-5332,2021-01-21
304,,,,,,,,,경상남도 통영시 서호동 316-2,34.84089,128.420602,2,211,,진입금지,,,,경상남도 통영시,055-650-5332,2021-01-21
305,,,,,,,,,경상남도 통영시 서호동 316-2,34.840768,128.419817,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
306,,,,,,,,,경상남도 통영시 서호동 316-2,34.840505,128.418648,2,219,,주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
