업종명,업소명,소재지(도로명),소재지(지번),소재지전화,영업자시작일,데이터기준일자
일반음식점,로얄뷔페,"광주광역시 북구 일곡마을로116번길 38-6 (일곡동,(1층))",광주광역시 북구 일곡동 887-4 (1층) ,062-573-1245,2002-09-11,2020-12-09
일반음식점,우리식당,"광주광역시 북구 우치로241번길 11, 1층 (오치동)",광주광역시 북구 오치동 974-3 1층 ,062-255-3494,2002-09-17,2020-12-09
일반음식점,운암골포장마차,,광주광역시 북구 운암동 94-7 ,,2002-09-30,2020-12-09
일반음식점,하림멕시칸,"광주광역시 북구 설죽로315번길 9 (매곡동, 상가동 1층 4호)",광주광역시 북구 매곡동 28-1 상가1동 1층 4호 ,062-573-8420,2002-10-02,2020-12-09
일반음식점,손가네,"광주광역시 북구 반룡로18번길 38 (용봉동,1,2층)","광주광역시 북구 용봉동 1255-8 1,2층 ",062-522-2444,2002-11-05,2020-12-09
일반음식점,천하왕김밥,광주광역시 북구 서림로 107 (임동),광주광역시 북구 임동 45-1 ,,2002-11-13,2020-12-09
일반음식점,미리내김밥,"광주광역시 북구 설죽로214번길 121 (용봉동, 1층)",광주광역시 북구 용봉동 375-12 1층 ,,2002-11-22,2020-12-09
일반음식점,남원원조추어탕,광주광역시 북구 동문대로186번길 46 (두암동),광주광역시 북구 두암동 577-10 ,,2002-11-22,2020-12-09
일반음식점,"장충동,뚱땡이할머니족발보쌈",광주광역시 북구 우치로383번길 8 (삼각동),광주광역시 북구 삼각동 817-10 ,,2002-12-28,2020-12-09
일반음식점,홍길동즉석왕족발,"광주광역시 북구 안산로 15-1, 1층 (오치동)",광주광역시 북구 오치동 578-11 1층 ,,2003-01-13,2020-12-09
일반음식점,두암숯불갈비,광주광역시 북구 참판로 80 (두암동),광주광역시 북구 두암동 305-15 ,062-267-5648,2003-01-14,2020-12-09
일반음식점,영희네밥집,광주광역시 북구 삼정로120번길 3-1 (두암동),광주광역시 북구 두암동 456-62 ,,2003-01-17,2020-12-09
일반음식점,전통시골손두부,광주광역시 북구 군왕로 256 (각화동),광주광역시 북구 각화동 325-1 ,,2003-01-17,2020-12-09
일반음식점,남이바지락손칼국수,광주광역시 북구 설죽로202번길 30 (용봉동),광주광역시 북구 용봉동 1257-9 ,062-525-0941,2003-01-20,2020-12-09
일반음식점,광신보리밥,광주광역시 북구 두리봉길 2-1 (두암동),광주광역시 북구 두암동 582-23 ,062-264-1811,2003-01-27,2020-12-09
일반음식점,한마음,광주광역시 북구 밤실로 201 (두암동),광주광역시 북구 두암동 305-6 ,062-511-9943,2003-02-03,2020-12-09
일반음식점,싱싱회포장마차,광주광역시 북구 저불로69번길 6 (용봉동),광주광역시 북구 용봉동 1359-8 ,062-525-3792,2003-02-18,2020-12-09
일반음식점,빛고을왕족발,광주광역시 북구 서하로274번길 8 (오치동),광주광역시 북구 오치동 966-13 ,062-263-9242,2003-02-21,2020-12-09
일반음식점,향촌국밥,광주광역시 북구 서방로107번길 102 (두암동),광주광역시 북구 두암동 842-3 ,062-263-5420,2003-02-26,2020-12-09
일반음식점,뽀글이와둘둘이,광주광역시 북구 설죽로202번길 98 (용봉동),광주광역시 북구 용봉동 358-14 ,062-511-3787,2003-03-07,2020-12-09
일반음식점,맛쪼은,"광주광역시 북구 서림로 31, 1층 (임동)",광주광역시 북구 임동 150-3 ,062-522-2358,2003-03-07,2020-12-09
일반음식점,투다리,광주광역시 북구 탁영로 6 (두암동),광주광역시 북구 두암동 908-4 ,062-261-8929,2003-03-26,2020-12-09
일반음식점,장원흑돼지숯불갈비,"광주광역시 북구 밤실로 197-1 (두암동,외1필지)",광주광역시 북구 두암동 305-47 외1필지 ,062-268-3150,2003-03-28,2020-12-09
일반음식점,원조,광주광역시 북구 서방로73번길 9-1 (우산동),광주광역시 북구 우산동 186-13 ,062-268-3159,2003-04-09,2020-12-09
일반음식점,고향맛식당,광주광역시 북구 중흥로 151-4 (중흥동),광주광역시 북구 중흥동 697-5 ,062-523-9084,2003-04-09,2020-12-09
일반음식점,일송정,광주광역시 북구 금남로132번길 12-9 (누문동),광주광역시 북구 누문동 72 ,062-525-9977,2003-04-18,2020-12-09
일반음식점,올리브,광주광역시 북구 설죽로217번길 3 (용봉동),광주광역시 북구 용봉동 1381-1 ,062-525-2344,2003-04-30,2020-12-09
일반음식점,가보세,광주광역시 북구 운용로95번길 5-7 (용봉동),광주광역시 북구 용봉동 1405-4 ,062-514-0339,2003-05-17,2020-12-09
일반음식점,남일회관,광주광역시 북구 고운로5번길 10-6 (용봉동),광주광역시 북구 용봉동 1426-5 ,,2003-05-26,2020-12-09
일반음식점,사람과나무,"광주광역시 북구 추암로 278 (월출동,외1필지)",광주광역시 북구 월출동 736 외1필지 ,062-571-3066,2003-06-26,2020-12-09
일반음식점,녹동남해바다,광주광역시 북구 동문대로134번길 18 (두암동),광주광역시 북구 두암동 842-5 ,062-529-8950,2003-06-28,2020-12-09
일반음식점,실내포장마차,광주광역시 북구 두리봉길 2 (두암동),광주광역시 북구 두암동 582-20 ,,2003-07-28,2020-12-09
일반음식점,뷰이,"광주광역시 북구 자미로 66 (신안동,외1필지)",광주광역시 북구 신안동 225-33 외1필지 ,062-525-2471,2003-08-02,2020-12-09
일반음식점,금탑소머리국밥,광주광역시 북구 용주로 2 (용봉동),광주광역시 북구 용봉동 1231-1 ,062-523-2055,2003-08-09,2020-12-09
일반음식점,대왕찜갈비,"광주광역시 북구 천지인로 121, 1층 (오치동)",광주광역시 북구 오치동 1051-3 1층 ,,2003-08-09,2020-12-09
일반음식점,금상첨화,,광주광역시 북구 운암동 1101-1 나산@ 상가동 107호,062-512-9934,2003-08-30,2020-12-09
일반음식점,비비큐치킨 양산.용두점,"광주광역시 북구 양산로 66 (양산동,(지상1층))",광주광역시 북구 양산동 910 (지상1층) ,062-574-2030,2003-09-01,2020-12-09
일반음식점,예술영양돌솥,광주광역시 북구 서방로107번길 86 (두암동),광주광역시 북구 두암동 843-9 ,062-266-5566,2003-09-04,2020-12-09
일반음식점,황금식당,광주광역시 북구 경양로87번길 24 (신안동),광주광역시 북구 신안동 146-26 ,,2003-09-06,2020-12-09
일반음식점,우리김밥우동,광주광역시 북구 일곡마을로 39 (일곡동),광주광역시 북구 일곡동 847-3 ,062-572-5077,2003-09-16,2020-12-09
일반음식점,미니스톱,광주광역시 북구 중흥로 96 (신안동),광주광역시 북구 신안동 144-1 ,062-521-3599,2003-09-17,2020-12-09
일반음식점,아청춘을적신다,광주광역시 북구 호동로 51 (문흥동),광주광역시 북구 문흥동 743-7 ,062-263-4113,2003-09-29,2020-12-09
일반음식점,옛날전통순대,광주광역시 북구 송월로 16 (오치동),광주광역시 북구 오치동 1048-28 ,062-262-1466,2003-10-01,2020-12-09
일반음식점,우정식당,"광주광역시 북구 서방로63번길 21 (우산동, 1층)",광주광역시 북구 우산동 174-15 1층 ,062-269-0498,2003-10-10,2020-12-09
일반음식점,무등왕김밥,광주광역시 북구 서방로 45 (중흥동),광주광역시 북구 중흥동 269-14 ,062-263-8252,2003-10-16,2020-12-09
일반음식점,와와생삼겹,광주광역시 북구 일곡로49번길 15 (일곡동),광주광역시 북구 일곡동 881-3 ,062-574-6010,2003-10-16,2020-12-09
일반음식점,그때그집,,광주광역시 북구 용두동 54-9 ,062-572-0031,2003-10-25,2020-12-09
일반음식점,유달식당,광주광역시 북구 서림로 94-3 (임동),광주광역시 북구 임동 97-48 ,062-525-8271,2003-11-01,2020-12-09
일반음식점,대촌식당,광주광역시 북구 삼소로 169 (대촌동),광주광역시 북구 대촌동 607 ,,2003-11-04,2020-12-09
일반음식점,한바다,광주광역시 북구 북문대로 2-1 (운암동),광주광역시 북구 운암동 488-16 ,062-524-6683,2003-11-07,2020-12-09
일반음식점,예송,광주광역시 북구 신흥로 26-1 (중흥동),광주광역시 북구 중흥동 327-7 ,,2003-11-11,2020-12-09
일반음식점,멕시카나,,광주광역시 북구 운암동 1101-1 나산아파트 상가동 106호,062-417-9292,2003-11-15,2020-12-09
일반음식점,영심이,"광주광역시 북구 당뫼로4번길 22 (중흥동,해광맨션상가101호)",광주광역시 북구 중흥동 599-52 해광맨션상가101호 ,062-523-3097,2003-11-29,2020-12-09
일반음식점,남해포구,광주광역시 북구 중흥로 103 (신안동),광주광역시 북구 신안동 16-4 ,062-528-8608,2003-12-01,2020-12-09
일반음식점,행복식당,"광주광역시 북구 서양로 55-2 (중흥동, 1층 )",광주광역시 북구 중흥동 328-12 1층 ,,2003-12-01,2020-12-09
일반음식점,투다리,,광주광역시 북구 동림동 1152-5(일층) ,,2003-12-02,2020-12-09
일반음식점,큰엄마연탄구이,광주광역시 북구 일곡로 39 (일곡동),광주광역시 북구 일곡동 914-7 ,062-574-6566,2004-01-09,2020-12-09
일반음식점,제주청정생구이촌,광주광역시 북구 용전마을길 35 (용전동),광주광역시 북구 용전동 804 ,,2004-01-19,2020-12-09
일반음식점,김밥공주,광주광역시 북구 용두택지로 6 (양산동),광주광역시 북구 양산동 243-1 ,062-571-1144,2004-02-06,2020-12-09
일반음식점,고향국밥,광주광역시 북구 대천로 140-8 (문흥동),광주광역시 북구 문흥동 997-4 ,,2004-02-09,2020-12-09
일반음식점,다정한미가,광주광역시 북구 송해로 20 (삼각동),광주광역시 북구 삼각동 813-1 ,062-573-1072,2004-02-25,2020-12-09
일반음식점,밀림식당,"광주광역시 북구 비엔날레로4번길 16 (운암동,00건축)",광주광역시 북구 운암동 490-16 00건축 ,062-524-6731,2004-03-05,2020-12-09
일반음식점,투다리,광주광역시 북구 삼정로 85 (두암동),광주광역시 북구 두암동 936-1 ,062-524-9490,2004-03-16,2020-12-09
일반음식점,다미,광주광역시 북구 독립로 416 (우산동),광주광역시 북구 우산동 518-92 ,062-525-6815,2004-03-16,2020-12-09
일반음식점,소안도,광주광역시 북구 북문대로103번길 28-3 (운암동),광주광역시 북구 운암동 937-11 ,062-514-8200,2004-04-06,2020-12-09
일반음식점,무궁화정,광주광역시 북구 경열사길 20-7 (망월동),광주광역시 북구 망월동 910 ,062-269-3000,2004-04-16,2020-12-09
일반음식점,향토정,"광주광역시 북구 천지인로 99 (오치동,(지상1층))",광주광역시 북구 오치동 986-21 (지상1층) ,062-265-1772,2004-04-21,2020-12-09
일반음식점,유림,광주광역시 북구 경양로 184 (중흥동),광주광역시 북구 중흥동 678-1 ,062-523-1336,2004-04-26,2020-12-09
일반음식점,김밥나라,"광주광역시 북구 동문대로 157 (두암동,외1필지)",광주광역시 북구 두암동 568-6 외1필지 ,,2004-04-30,2020-12-09
일반음식점,대복회세꼬시,"광주광역시 북구 서방로 150-1, 1층 (두암동)",광주광역시 북구 두암동 893-45 1층 ,,2004-05-11,2020-12-09
일반음식점,파랑새,광주광역시 북구 서방로 48-1 (중흥동),광주광역시 북구 중흥동 288-7 ,062-514-8682,2004-05-14,2020-12-09
일반음식점,대왕김밥,광주광역시 북구 자미로 55 (신안동),광주광역시 북구 신안동 477-29 ,,2004-05-27,2020-12-09
일반음식점,동키치킨,,광주광역시 북구 일곡동 850-3 한국@ 상가동 104호호,062-574-5222,2004-05-31,2020-12-09
일반음식점,물레방아,"광주광역시 북구 참판로 76 (두암동, 1층)",광주광역시 북구 두암동 305-52 1층 ,,2004-05-31,2020-12-09
일반음식점,전주식당,광주광역시 북구 자미로6번길 30-1 (신안동),광주광역시 북구 신안동 124-13 ,"06251194,5",2004-06-01,2020-12-09
일반음식점,21세기소주방,"광주광역시 북구 하서로423번길 12 (용두동,(1층))",광주광역시 북구 용두동 332-9 (1층) ,062-571-5578,2004-06-01,2020-12-09
일반음식점,별미칼국수,광주광역시 북구 문화소통로 238 (우산동),광주광역시 북구 우산동 591-1 ,062-267-7825,2004-06-02,2020-12-09
일반음식점,불티나팥죽,"광주광역시 북구 평교로29번길 7-26, 1층 (문흥동)",광주광역시 북구 문흥동 927-6 1층 ,,2004-06-07,2020-12-09
일반음식점,표주박,광주광역시 북구 설죽로202번길 31 (용봉동),광주광역시 북구 용봉동 1255-21 ,,2004-06-09,2020-12-09
일반음식점,사랑방하우스,광주광역시 북구 우치로126번길 14 (용봉동),광주광역시 북구 용봉동 146-1 ,062-226-3700,2004-06-18,2020-12-09
일반음식점,전라도탕,광주광역시 북구 금남로132번길 10 (누문동),광주광역시 북구 누문동 65-1 ,062-269-1087,2004-06-22,2020-12-09
일반음식점,피자에꿈,광주광역시 북구 우치로264번길 19 (오치동),광주광역시 북구 오치동 943-21 ,062-268-5400,2004-06-24,2020-12-09
일반음식점,옛날국밥,,광주광역시 북구 오치동 855-9 ,062-265-2367,2004-07-07,2020-12-09
일반음식점,은혜왕김밥,광주광역시 북구 대자로 103 (운암동),광주광역시 북구 운암동 97-12 ,062-527-0038,2004-08-07,2020-12-09
일반음식점,양동통닭,,광주광역시 북구 매곡동 215-2 서강아파트 상가동 101호,,2004-08-17,2020-12-09
일반음식점,고가창평국밥,광주광역시 북구 북문대로 6 (운암동),광주광역시 북구 운암동 488-13 ,062-526-6078,2004-08-20,2020-12-09
일반음식점,국현옥궁중팥죽,"광주광역시 북구 서강로74번길 32 (운암동, 1층)",광주광역시 북구 운암동 952-6 1층 ,062-514-5284,2004-08-30,2020-12-09
일반음식점,카스타운,광주광역시 북구 서양로 41 (신안동),광주광역시 북구 신안동 212-18 ,062-527-0846,2004-08-31,2020-12-09
일반음식점,고흥장어마을,광주광역시 북구 설죽로320번길 26 (오치동),광주광역시 북구 오치동 775-2 ,062-266-6200,2004-09-08,2020-12-09
일반음식점,신자유회관,"광주광역시 북구 설죽로455번길 8-2 (삼각동,(1층))",광주광역시 북구 삼각동 787-8 (1층) ,062-573-7370,2004-09-08,2020-12-09
일반음식점,왕개미분식,"광주광역시 북구 참판로 38 (풍향동,1층)",광주광역시 북구 풍향동 579-64 1층 ,,2004-09-08,2020-12-09
일반음식점,만다린,,광주광역시 북구 누문동 153-2(1층) ,062-521-5282,2004-09-10,2020-12-09
일반음식점,김밥나라,"광주광역시 북구 비엔날레로 97 (용봉동,외 3필지 1층)",광주광역시 북구 용봉동 1044-1 외 3필지 1층 ,,2004-09-10,2020-12-09
일반음식점,훼밀리,광주광역시 북구 모생마을길1번길 5-4 (생용동),광주광역시 북구 생용동 57-2 ,062-571-5576,2004-09-22,2020-12-09
일반음식점,약속식당,광주광역시 북구 유동길 13 (유동),광주광역시 북구 유동 29-5 ,062-528-9846,2004-10-07,2020-12-09
일반음식점,두암골,광주광역시 북구 월동로 10 (두암동),광주광역시 북구 두암동 455-10 ,,2004-10-18,2020-12-09
일반음식점,연제장어,광주광역시 북구 양일로 85 (양산동),광주광역시 북구 양산동 660-96 ,062-571-1671,2004-11-01,2020-12-09
일반음식점,태극반점,"광주광역시 북구 설죽로196번길 3, 1층 (용봉동)",광주광역시 북구 용봉동 1256-18 ,,2004-11-12,2020-12-09
일반음식점,행운식당,광주광역시 북구 무등로202번길 7 (신안동),광주광역시 북구 신안동 122-15 ,062-524-6514,2004-11-20,2020-12-09
일반음식점,나주곰탕 노안집,광주광역시 북구 앰코로 20 (오룡동),광주광역시 북구 오룡동 1115 ,062-973-7033,2004-11-22,2020-12-09
일반음식점,치킨아이운암점,광주광역시 북구 서강로 104-8 (운암동),광주광역시 북구 운암동 958-2 ,062-515-4592,2004-11-26,2020-12-09
